#Measurement, Acceleration X, Acceleration Y, Acceleration Z 
1, 1.155668020248413, 0.4203023910522461, 0.579103946685791 
2, -3.142956495285034, -0.785980224609375, 4.507884979248047 
3, -2.484351873397827, -1.0869121551513672, 1.6913807392120361 
4, 2.378326177597046, -4.333190441131592, -0.9640631675720215 
5, -1.3275223970413208, -2.6867575645446777, 0.2865414619445801 
6, 0.8826941251754761, -0.2732689380645752, -1.293142318725586 
7, 1.358701467514038, -0.8671265840530396, -1.8236455917358398 
8, 1.1648414134979248, -1.177388072013855, -7.59835147857666 
9, 0.5054818391799927, -0.3775057792663574, -5.096251487731934 
10, -1.5033981800079346, -3.3101744651794434, 1.0962543487548828 
11, -4.610774040222168, 1.9644298553466797, 0.43585968017578125 
12, 2.110273599624634, -10.731856346130371, -18.559879302978516 
13, -1.3832364082336426, -10.199183464050293, 3.592733383178711 
14, -3.713157892227173, -6.0688886642456055, 2.0213711261749268 
15, -2.065406322479248, -2.50020694732666, 7.616983890533447 
16, -7.60339879989624, 2.047762870788574, 4.004463195800781 
17, 0.9952536821365356, -3.1019930839538574, -2.305673599243164 
18, -1.304632306098938, -4.498717308044434, -1.5955514907836914 
19, -1.1257520914077759, -3.5342869758605957, -2.4530887603759766 
20, 2.08345103263855, -1.8502110242843628, -5.750639915466309 
21, -0.6224230527877808, -1.2665150165557861, -1.5752954483032227 
22, 0.08926498889923096, 5.310451507568359, -6.169025897979736 
23, -3.9071438312530518, -14.46141529083252, 10.530550956726074 
24, -5.451364517211914, -9.846980094909668, 6.586496353149414 
25, -3.5272204875946045, -8.891244888305664, 0.503477931022644 
26, -1.2288806438446045, -5.937519073486328, 2.776458263397217 
27, 5.782472610473633, 13.016554832458496, -1.776930809020996 
28, -0.6871112585067749, -1.2021937370300293, -1.1364288330078125 
29, 0.5435507297515869, -0.46116524934768677, -4.2077226638793945 
30, -0.7146776914596558, -3.8845300674438477, -4.503820419311523 
31, 1.4960907697677612, -4.388493537902832, -7.308708190917969 
32, -1.0483753681182861, -1.2120122909545898, -0.9588203430175781 
33, -1.8723382949829102, 0.0892024040222168, -1.1882295608520508 
34, -5.978255748748779, -13.274005889892578, 1.7843480110168457 
35, -8.016935348510742, -11.565191268920898, -5.2230658531188965 
36, -4.574422836303711, -13.476226806640625, 4.022452354431152 
37, 0.5448968410491943, -6.542749404907227, 0.7072151303291321 
38, -1.2380704879760742, -5.578718185424805, 7.801927089691162 
39, 0.12822449207305908, 7.2831130027771, 7.339112281799316 
40, 0.9081820249557495, -5.4272966384887695, -2.8462114334106445 
41, 2.4607858657836914, -0.7322335243225098, -4.306741714477539 
42, -0.2595212459564209, 0.28678274154663086, -4.060052871704102 
43, 3.2251551151275635, -4.858622074127197, -9.559857368469238 
44, -0.0572810173034668, -3.5047366619110107, -3.8220863342285156 
45, -1.4631270170211792, -2.278400421142578, -1.068704605102539 
46, 2.4087860584259033, 0.6301403045654297, -6.845937728881836 
47, -4.1237664222717285, -15.9332914352417, 4.5654616355896 
48, -4.7521514892578125, -12.047869682312012, 1.0559371709823608 
49, -1.4193130731582642, -9.752486228942871, 1.1192513704299927 
50, -0.13233506679534912, -5.949984550476074, 3.4262750148773193 
51, 16.093097686767578, 4.489407539367676, 4.528018951416016 
52, 3.182680130004883, 3.963050603866577, 0.7153072357177734 
53, 0.5598809123039246, 1.2544012069702148, -4.095788955688477 
54, 0.2943662405014038, -4.113645553588867, -8.878152847290039 
55, -0.23248231410980225, -2.945056676864624, -5.878408432006836 
56, -2.868494987487793, -1.3283591270446777, -0.04322052001953125 
57, -0.6392579078674316, 1.0809507369995117, -10.05148696899414 
58, -5.0525383949279785, -18.20501708984375, 7.1322832107543945 
59, -9.225458145141602, -14.459878921508789, 11.02988052368164 
60, -0.907651424407959, -8.252431869506836, -2.314108371734619 
61, -0.33795785903930664, -5.859280586242676, 3.290656328201294 
62, 6.269156455993652, 13.436777114868164, -31.959239959716797 
63, 1.310863733291626, 2.6252293586730957, 0.5733757019042969 
64, -2.217650890350342, -1.757943034172058, -4.756543159484863 
65, 3.7253928184509277, -2.8175370693206787, -19.67281723022461 
66, -0.8650110960006714, -0.7852808833122253, -1.220193862915039 
67, -1.3242424726486206, -2.7042994499206543, 3.2980566024780273 
68, -1.084501028060913, -2.47487211227417, 0.25624895095825195 
69, 0.39560437202453613, -0.23523330688476562, -0.23926925659179688 
70, 0.2938433885574341, -2.8899497985839844, 0.5830719470977783 
71, 1.5403261184692383, -1.4922246932983398, 0.9067497253417969 
72, -1.481209635734558, -4.826498985290527, -0.3097987174987793 
73, 0.7277880907058716, -0.1457386016845703, -3.4332423210144043 
74, 1.6366990804672241, 1.8131475448608398, 0.6571872234344482 
75, -1.7833210229873657, -0.10282707214355469, 2.2910399436950684 
76, 2.340322494506836, 2.772869110107422, -4.695861339569092 
77, -1.8345776796340942, -1.7775955200195312, -1.4889509677886963 
78, 2.022484064102173, -0.6089267730712891, 1.4214935302734375 
79, -10.305091857910156, 2.829416275024414, -4.278651237487793 
80, -3.5979137420654297, 5.792797088623047, -3.316434144973755 
81, -2.44075870513916, 0.3257484436035156, 0.7560644149780273 
82, 0.37795209884643555, -1.036733627319336, -1.667278528213501 
83, 1.0430784225463867, -4.414282321929932, 2.4713258743286133 
84, 5.15457010269165, 1.3690681457519531, -1.1365785598754883 
85, -0.8616342544555664, -1.0143537521362305, 0.1250019073486328 
86, -0.6085748672485352, -1.2912569046020508, 1.5469131469726562 
87, 0.12831830978393555, -0.4300730228424072, 5.668858528137207 
88, -0.539766788482666, 1.1341335773468018, -3.4707298278808594 
89, 0.954399824142456, 0.09514260292053223, 0.5045280456542969 
90, 0.060756564140319824, 0.03538799285888672, -0.712285041809082 
91, 0.32630443572998047, -1.4233512878417969, -0.44293928146362305 
92, -0.5784578323364258, -0.3758411407470703, -1.0833144187927246 
93, -0.9581966400146484, 0.141326904296875, 1.0279488563537598 
94, -0.30361485481262207, 0.029512405395507812, 0.0058269500732421875 
95, 0.6372685432434082, 0.49962377548217773, -1.6610841751098633 
